area;ciudad;conglomerado;vivienda;hogar;persona;s1p3;s2p1;s2p2a;s2p2b;s2p3;s2p41;s2p42;s2p43;s2p44;s2p45;s2p5;s2p6;s2p7a;s2p7b;s2p8;s2p9;s2p10a;s2p10b;s6p1a;s6p1b;s6p2;s6p3;s6p4;s6p4a;s6p4b;s6p4c;s6p4d;s7p1a;s7p1b;s7p1a1;s7p1b1;s7p1b2;s7p1b3;s7p1b4;s7p1b5;s7p1b6;s7p2;s7p211;s7p212;s7p213;s7p214;s7p3;s7p4;s7p5;s7p6;s7p71;s7p72;s7p73;s7p74;s7p75;s7p76;s7p77;s7p78;s7p79;upm;estrato;fexp;id_hogar;id_per
2;230156;230156900501;11;1;2;34;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230156900501;2322;489,504779668593;230156900501111;23015690050111102
2;230156;230156900501;11;1;3;12;1;4;8;1;2;2;2;2;2;1;1;2; ;1;1;1;3;2; ;3;2;2; ; ; ; ;1;1;1;1;1;2;2;2;2;1;5;7;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;230156900501;2322;707,249430224049;230156900501111;23015690050111103
2;230156;230156900501;11;1;4;10;1;4;6;1;2;2;2;2;2;1;1;2; ;1;1;1;3; ; ; ; ; ; ; ; ; ;1;1;1;1;1;99;99;99;99;1;5;7;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;230156900501;2322;758,096696351441;230156900501111;23015690050111104
2;230156;230156900501;14;1;1;73;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230156900501;2322;507,310879955882;230156900501141;23015690050114101
2;230156;230156900501;14;1;2;71;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230156900501;2322;489,504779668593;230156900501141;23015690050114102
2;230156;230156900501;14;1;3;28;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;3;10;13;1;1;1;2; ; ; ; ; ; ; ; ; ;230156900501;2322;507,310879955882;230156900501141;23015690050114103
2;230157;230157900701;3;1;1;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;1;2;0;1;30;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;318,421467747513;230157900701031;23015790070103101
2;230157;230157900701;3;1;2;49;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;1;2;0;1;20;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;307,24519534265;230157900701031;23015790070103102
2;230157;230157900701;3;1;3;24;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;6;2;1;4;30;4;30;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;318,421467747513;230157900701031;23015790070103103
2;230157;230157900701;3;1;4;20;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;6;2;1;4;30;4;30;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;318,421467747513;230157900701031;23015790070103104
2;230157;230157900701;3;1;5;18;1;6;3;1;1;1;1;1;1;1;1;2; ; ; ; ; ;2; ;5;2;1;2;30;2;30;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;307,24519534265;230157900701031;23015790070103105
2;230157;230157900701;3;1;6;14;1;4;9;1;1;1;1;1;1;1;1;2; ;1;1;1;3;2; ;5;2;1;2;30;2;30;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;475,831038293047;230157900701031;23015790070103106
2;230157;230157900701;3;1;7;11;1;4;7;1;2;2;1;2;1;1;1;2; ;1;1;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;443,915970528996;230157900701031;23015790070103107
2;230157;230157900701;3;1;8;7;1;4;3;1;2;2;1;2;2;1;1;2; ;1;1;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;475,831038293047;230157900701031;23015790070103108
2;230157;230157900701;5;1;1;79;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;99; ;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;307,24519534265;230157900701051;23015790070105101
2;230157;230157900701;7;1;1;53;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;2; ; ; ; ;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;318,421467747513;230157900701071;23015790070107101
2;230157;230157900701;9;1;1;71;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;318,421467747513;230157900701091;23015790070109101
2;230157;230157900701;9;1;2;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;307,24519534265;230157900701091;23015790070109102
2;230157;230157900701;9;1;3;15;1;6;1;1;2;2;1;2;2;1;1;2; ; ; ; ; ;2; ;3;6;1;2;0;0;0;1;1;1;1;1;1;1;2;1;1;1;2;5;7;1;1;4;1;1;1;1;1;1;1;1;1;2;230157900701;2321;318,421467747513;230157900701091;23015790070109103
2;230157;230157900701;11;1;1;73;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;318,421467747513;230157900701111;23015790070111101
2;230157;230157900701;13;1;1;36;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;1;1;30;1;30;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;318,421467747513;230157900701131;23015790070113101
2;230157;230157900701;13;1;2;27;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;1;2;30;1;30;1;1;1;1;1;1;1;1;1;1;5;13;13;13;5;1;1;2; ; ; ; ; ; ; ; ; ;230157900701;2321;307,24519534265;230157900701131;23015790070113102
2;230157;230157900701;13;1;3;13;1;4;9;1;2;1;2;1;1;1;1;2; ;1;1;1;3;2; ;5;7;1;0;30;1;30;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;443,915970528996;230157900701131;23015790070113103
2;230157;230157900701;13;1;4;9;1;4;5;1;1;2;1;2;2;1;1;2; ;1;1;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900701;2321;475,831038293047;230157900701131;23015790070113104
2;230157;230157900801;1;1;1;58;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900801;2321;381,578710344904;230157900801011;23015790080101101
2;230157;230157900801;3;1;1;39;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;1;3;30;3;30;1;1;1;1;1;1;1;1;1;1;2;5;9;10;1;1;1;2; ; ; ; ; ; ; ; ; ;230157900801;2321;395,458919621912;230157900801031;23015790080103101
2;230157;230157900801;3;1;2;19;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;6;8;11;1;1;1;2;2; ; ; ; ; ; ; ; ; ;230157900801;2321;381,578710344904;230157900801031;23015790080103102
2;230157;230157900801;3;1;4;47;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;1;9;2;1;1;1;2; ; ; ; ; ; ; ; ; ;230157900801;2321;381,578710344904;230157900801031;23015790080103104
2;230157;230157900801;3;1;5;29;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;1;2;45;1;30;1;1;1;1;1;1;1;1;1;1;1;9;7;6;1;1;2;2; ; ; ; ; ; ; ; ; ;230157900801;2321;395,458919621912;230157900801031;23015790080103105
2;230157;230157900801;3;1;6;17;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;1;4;30;2;30;1;1;1;1;1;1;1;1;1;1;8;1;7;10;1;1;1;2; ; ; ; ; ; ; ; ; ;230157900801;2321;395,458919621912;230157900801031;23015790080103106
2;230157;230157900801;3;1;7;15;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;1;2;30;1;50;1;1;1;1;1;1;1;1;1;1;2;7;8;9;1;1;1;2; ; ; ; ; ; ; ; ; ;230157900801;2321;395,458919621912;230157900801031;23015790080103107
2;230157;230157900801;3;1;8;8;1;4;4;1;2;2;1;2;2;1;1;2; ;1;1;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900801;2321;551,314995656978;230157900801031;23015790080103108
2;230157;230157900801;5;1;1;42;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;99; ;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;13;13;13;1;1;3;2; ; ; ; ; ; ; ; ; ;230157900801;2321;381,578710344904;230157900801051;23015790080105101
2;230157;230157900801;5;1;2;21;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;7;10;13;1;1;4;2; ; ; ; ; ; ; ; ; ;230157900801;2321;395,458919621912;230157900801051;23015790080105102
2;230157;230157900801;5;1;3;10;1;4;6;1;1;1;1;2;2;1;1;2; ;1;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;2;7;13;13;1;1;3;2; ; ; ; ; ; ; ; ; ;230157900801;2321;590,9514507833;230157900801051;23015790080105103
2;230157;230157900801;7;1;1;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;1;2;0;0;0;1;1;1;1;1;1;1;2;1;1;1;2;10;7;1;1;3;2; ; ; ; ; ; ; ; ; ;230157900801;2321;395,458919621912;230157900801071;23015790080107101
2;230157;230157900801;7;1;2;43;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;99; ;1;2;0;2;0;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900801;2321;381,578710344904;230157900801071;23015790080107102
2;230157;230157900801;7;1;3;23;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;1;2;0;0;0;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900801;2321;395,458919621912;230157900801071;23015790080107103
2;230157;230157900801;9;1;1;68;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900801;2321;395,458919621912;230157900801091;23015790080109101
2;230157;230157900801;9;1;2;72;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900801;2321;381,578710344904;230157900801091;23015790080109102
2;230157;230157900801;11;1;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;1;4;0;2;0;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900801;2321;395,458919621912;230157900801111;23015790080111101
2;230157;230157900801;11;1;2;20;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900801;2321;395,458919621912;230157900801111;23015790080111102
2;230157;230157900801;11;1;3;15;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;99; ;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900801;2321;395,458919621912;230157900801111;23015790080111103
2;230157;230157900801;11;1;4;12;1;4;7;1;1;1;1;1;2;1;1;2; ;1;1;1;3;2; ;99; ;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900801;2321;590,9514507833;230157900801111;23015790080111104
2;230157;230157900801;11;1;5;11;1;4;6;1;1;1;1;1;2;1;1;2; ;1;1;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157900801;2321;551,314995656978;230157900801111;23015790080111105
2;230157;230157901001;1;1;1;52;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157901001;2322;253,988329073327;230157901001011;23015790100101101
2;230157;230157901001;1;1;2;25;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;8;13;1;1;2;2; ; ; ; ; ; ; ; ; ;230157901001;2322;263,227343373335;230157901001011;23015790100101102
2;230157;230157901001;1;1;3;23;1;4;8;1;2;2;2;2;2;1;1;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;13;1;1;3;2; ; ; ; ; ; ; ; ; ;230157901001;2322;253,988329073327;230157901001011;23015790100101103
2;230157;230157901001;1;1;4;12;1;4;8;1;2;2;2;2;2;1;1;2; ;1;2;2; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;13;1;1;3;2; ; ; ; ; ; ; ; ; ;230157901001;2322;366,969043984176;230157901001011;23015790100101104
2;230157;230157901001;9;1;1;38;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;2;0;1;1;1;1;1;1;1;1;1;1;5;13;13;13;1;1;3;2; ; ; ; ; ; ; ; ; ;230157901001;2322;263,227343373335;230157901001091;23015790100109101
2;230157;230157901001;9;1;2;28;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;2;0;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;3;2; ; ; ; ; ; ; ; ; ;230157901001;2322;253,988329073327;230157901001091;23015790100109102
2;230157;230157901001;9;1;3;10;1;4;6;1;1;1;1;1;1;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;3;2; ; ; ; ; ; ; ; ; ;230157901001;2322;366,969043984176;230157901001091;23015790100109103
2;230157;230157901001;9;1;4;8;1;4;4;1;1;1;1;1;1;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;3;2; ; ; ; ; ; ; ; ; ;230157901001;2322;393,352059427634;230157901001091;23015790100109104
2;230157;230157901001;11;1;1;58;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157901001;2322;253,988329073327;230157901001111;23015790100111101
2;230157;230157901001;11;1;2;26;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;1;2;0;2;0;1;1;1;1;1;1;1;1;1;1;3;6;7;8;1;1;2;2; ; ; ; ; ; ; ; ; ;230157901001;2322;263,227343373335;230157901001111;23015790100111102
2;230157;230157901001;11;1;3;25;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;1;3;0;2;0;1;1;1;1;1;1;1;1;1;1;7;1;2;8;1;1;2;2; ; ; ; ; ; ; ; ; ;230157901001;2322;263,227343373335;230157901001111;23015790100111103
2;230157;230157901001;11;1;4;22;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;1;2;0;2;0;1;1;1;1;1;1;1;1;1;1;6;3;1;2;1;1;2;2; ; ; ; ; ; ; ; ; ;230157901001;2322;263,227343373335;230157901001111;23015790100111104
2;230157;230157901001;11;1;5;51;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157901001;2322;263,227343373335;230157901001111;23015790100111105
2;230157;230157901001;13;1;1;43;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;3;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;5;10;11;1;1;2;1;1;1;1;2;2;1;1;1;2;230157901001;2322;253,988329073327;230157901001131;23015790100113101
2;230157;230157901001;13;1;2;15;1;6;1;1;2;2;1;2;2;1;1;2; ; ; ; ; ;2; ;2;3;1;1;0;1;0;2; ; ; ; ; ; ; ; ;1;1;5;13;13;1;1;3;1;1;1;2;2;2;1;1;1;2;230157901001;2322;253,988329073327;230157901001131;23015790100113102
2;230157;230157901001;13;1;3;11;1;4;7;1;2;2;1;2;2;1;1;2; ;1;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;1;5;13;13;1;1;2;1; ; ; ; ; ; ; ; ; ;230157901001;2322;393,352059427634;230157901001131;23015790100113103
2;230157;230157901001;14;1;1;72;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157901001;2322;263,227343373335;230157901001141;23015790100114101
2;230157;230157901001;14;1;2;67;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157901001;2322;253,988329073327;230157901001141;23015790100114102
2;230157;230157901001;14;1;3;31;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;2;8;1;1;1;1;2; ; ; ; ; ; ; ; ; ;230157901001;2322;253,988329073327;230157901001141;23015790100114103
2;230157;230157901001;15;1;1;75;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;230157901001;2322;263,227343373335;230157901001151;23015790100115101
1;240150;240150007401;1;1;1;74;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4;5;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;240150007401;2413;1469,72009899541;240150007401011;24015000740101101
1;240150;240150007401;5;1;1;52;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;5;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;1;2;11;13;1;1;2;2; ; ; ; ; ; ; ; ; ;240150007401;2413;1435,92605149445;240150007401051;24015000740105101
1;240150;240150007401;5;1;2;27;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;6;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;7;10;1;1;5;1;1;1;1;2;1;2;1;1;2;240150007401;2413;1469,72009899541;240150007401051;24015000740105102
1;240150;240150007401;5;1;3;23;1;8;3; ; ; ; ; ; ;1;1;2; ; ; ; ; ;1;3;5;6;1;2;30;0;0;1;1;1;1;1;1;1;2;1;1;1;2;5;9;1;1;5;1;1;1;1;1;1;2;1;1;1;240150007401;2413;1469,72009899541;240150007401051;24015000740105103
1;240150;240150007401;7;1;1;45;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;1;1;1;1;1;1;2;1;1;2;7;8;1;1;2;2; ; ; ; ; ; ; ; ; ;240150007401;2413;1469,72009899541;240150007401071;24015000740107101
1;240150;240150007401;7;1;2;43;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;3;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;4;10;1;1;2;2; ; ; ; ; ; ; ; ; ;240150007401;2413;1435,92605149445;240150007401071;24015000740107102
1;240150;240150007401;7;1;3;15;1;6;1;1;1;1;1;2;1;1;1;2; ; ; ; ; ;1;2;2;3;1;5;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;5;7;1;1;5;1;1;1;1;1;1;2;1;1;2;240150007401;2413;1435,92605149445;240150007401071;24015000740107103
1;240150;240150007401;7;1;4;13;1;4;9;1;1;1;1;1;1;1;1;2; ;1;2;2; ;1;2;2;3;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;7;1;1;6;1; ; ; ; ; ; ; ; ; ;240150007401;2413;1856,61130681221;240150007401071;24015000740107104
1;240150;240150007401;11;1;1;22;1;8;2; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;1;2;5;8;1;1;5;2; ; ; ; ; ; ; ; ; ;240150007401;2413;1435,92605149445;240150007401111;24015000740111101
1;240150;240150007401;13;1;1;98;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;3;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;240150007401;2413;1435,92605149445;240150007401131;24015000740113101
1;240150;240150007401;13;1;2;67;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;3;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;240150007401;2413;1469,72009899541;240150007401131;24015000740113102
1;240150;240150007401;13;1;3;18;1;6;1;2;1;1;1;1;2;1;5;2; ; ; ; ; ;2; ;3;2;1;0;0;2;0;1;1;1;1;1;1;1;2;1;1;2;5;7;13;1;1;4;1;1;1;1;1;2;2;2;1;2;240150007401;2413;1469,72009899541;240150007401131;24015000740113103
1;240150;240150007401;15;1;1;73;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;240150007401;2413;1469,72009899541;240150007401151;24015000740115101
1;240150;240150007401;15;1;2;52;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;1;2;8;13;1;1;3;2; ; ; ; ; ; ; ; ; ;240150007401;2413;1435,92605149445;240150007401151;24015000740115102
1;240150;240150007401;15;1;3;28;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;1;2;8;10;1;1;4;2; ; ; ; ; ; ; ; ; ;240150007401;2413;1435,92605149445;240150007401151;24015000740115103
1;240150;240150007401;15;1;4;23;1;8;2; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;1;2;5;10;1;1;5;2; ; ; ; ; ; ; ; ; ;240150007401;2413;1469,72009899541;240150007401151;24015000740115104
1;240150;240150007401;15;1;5;15;1;6;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ;2; ;3;6;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;1;2;5;10;1;1;5;2; ; ; ; ; ; ; ; ; ;240150007401;2413;1435,92605149445;240150007401151;24015000740115105
1;240150;240150007401;15;1;6;10;1;4;6;1;1;1;1;1;2;1;1;2; ;1;2;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;7;8;13;1;1;5;2; ; ; ; ; ; ; ; ; ;240150007401;2413;1856,61130681221;240150007401151;24015000740115106
1;240152;240152001104;3;1;1;19;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;1;1;2; ; ; ; ; ; ;1;2;1;9;10;5;1;1;2; ; ; ; ; ; ; ; ; ;240152001104;2411;1516,99370466407;240152001104031;24015200110403101
1;240152;240152001104;3;1;2;16;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;240152001104;2411;1482,11267027589;240152001104031;24015200110403102
1;240152;240152001104;3;1;4;13;1;4;10;1;2;2;1;2;1;1;1;2; ;1;1;1;1;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;240152001104;2411;1916,32928362849;240152001104031;24015200110403104
1;240152;240152001104;3;1;5;10;1;4;5;1;2;2;1;2;1;1;1;2; ;1;1;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;240152001104;2411;1916,32928362849;240152001104031;24015200110403105
1;240152;240152001104;5;1;1;44;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;5;7;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;10;13;13;1;1;0;2; ; ; ; ; ; ; ; ; ;240152001104;2411;1516,99370466407;240152001104051;24015200110405101
1;240152;240152001104;5;1;2;42;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;4;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;5;13;13;1;1;0;2; ; ; ; ; ; ; ; ; ;240152001104;2411;1482,11267027589;240152001104051;24015200110405102
